Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age,COVID,Pneumonia,Influenza,"Pneumonia, Influenza","Pneumonia, Influenza, COVID",Total,Footnote
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,North Carolina,65 years and over,0,105,,109,109,1471,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,North Dakota,All Ages,0,,,,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,North Dakota,0-17 years,0,0,0,0,0,0,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,North Dakota,18-64 years,0,,0,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,North Dakota,65 years and over,0,,,,,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Ohio,All Ages,0,138,15,153,153,2557,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Ohio,0-17 years,0,,,,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Ohio,18-64 years,0,24,,30,30,595,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Ohio,65 years and over,0,111,,118,118,1917,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Oklahoma,All Ages,0,82,,89,89,929,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Oklahoma,0-17 years,0,,0,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Oklahoma,18-64 years,0,16,,21,21,244,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Oklahoma,65 years and over,0,64,,66,66,673,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Oregon,All Ages,0,42,11,53,53,741,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Oregon,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Oregon,18-64 years,0,,,11,11,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Oregon,65 years and over,0,36,,42,42,577,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Pennsylvania,All Ages,0,168,17,185,185,2772,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Pennsylvania,0-17 years,0,,0,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Pennsylvania,18-64 years,0,26,,30,30,610,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Pennsylvania,65 years and over,0,140,13,153,153,2140,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Rhode Island,All Ages,0,15,,16,16,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Rhode Island,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Rhode Island,18-64 years,0,,0,,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Rhode Island,65 years and over,0,13,,14,14,177,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,South Carolina,All Ages,0,87,15,102,102,1102,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,South Carolina,0-17 years,0,0,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,South Carolina,18-64 years,0,23,,30,30,304,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,South Carolina,65 years and over,0,64,,71,71,783,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,South Dakota,All Ages,0,17,,18,18,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,South Dakota,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,South Dakota,18-64 years,0,0,,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,South Dakota,65 years and over,0,17,0,17,17,128,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Tennessee,All Ages,0,121,23,144,144,1559,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Tennessee,0-17 years,0,,,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Tennessee,18-64 years,0,26,11,37,37,453,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Tennessee,65 years and over,0,93,11,104,104,1082,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Texas,All Ages,0,306,42,348,348,4239,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Texas,0-17 years,0,0,,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Texas,18-64 years,0,88,20,108,108,1185,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Texas,65 years and over,0,218,21,239,239,2985,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Utah,All Ages,0,23,,24,24,374,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Utah,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Utah,18-64 years,0,,,,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Utah,65 years and over,0,18,0,18,18,276,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Vermont,All Ages,0,,0,,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Vermont,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Vermont,18-64 years,0,,0,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Vermont,65 years and over,0,,0,,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Virginia,All Ages,0,82,,90,90,1454,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Virginia,0-17 years,0,0,0,0,0,17,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Virginia,18-64 years,0,14,,18,18,365,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Virginia,65 years and over,0,68,,72,72,1072,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Washington,All Ages,0,80,11,91,91,1183,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Washington,0-17 years,0,0,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Washington,18-64 years,0,17,,22,22,274,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Washington,65 years and over,0,63,,68,68,899,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,West Virginia,All Ages,0,44,,46,46,490,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,West Virginia,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,West Virginia,18-64 years,0,,,10,10,123,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,West Virginia,65 years and over,0,35,,36,36,364,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Wisconsin,All Ages,0,63,,65,65,1121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Wisconsin,0-17 years,0,0,0,0,0,14,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Wisconsin,18-64 years,0,,,,,223,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Wisconsin,65 years and over,0,57,,58,58,884,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Wyoming,All Ages,0,,,10,10,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Wyoming,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Wyoming,18-64 years,0,,,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,Wyoming,65 years and over,0,,,,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 1,All Ages,0,187,,194,194,2770,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 1,0-17 years,0,0,0,0,0,25,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 1,18-64 years,0,21,,24,24,594,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 1,65 years and over,0,166,,170,170,2151,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 2,All Ages,0,365,36,401,401,4959,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 2,0-17 years,0,,0,,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 2,18-64 years,0,47,17,64,64,1119,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 2,65 years and over,0,317,19,336,336,3799,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 3,All Ages,0,402,40,442,442,6084,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 3,0-17 years,0,,,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 3,18-64 years,0,77,15,92,92,1481,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 3,65 years and over,0,323,24,347,347,4550,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 4,All Ages,0,912,117,1029,1029,13548,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 4,0-17 years,0,,,,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 4,18-64 years,0,187,50,237,237,3563,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 4,65 years and over,0,723,60,783,783,9841,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 5,All Ages,0,642,53,695,695,10440,
11/4/2021,12/29/2019,1/4/2020,2020,1,1/4/2020,By Week,Week-ending,HHS Region 5,0-17 years,0,,,13,13,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
